chr16	46010094	46010114	Dppa2-hU6@00001
chr16	46010124	46010144	Dppa2-hU6@00002
chr16	46010125	46010145	Dppa2-hU6@00003
chr16	46010126	46010146	Dppa2-hU6@00004
chr16	46010130	46010150	Dppa2-hU6@00005
chr16	46010139	46010159	Dppa2-hU6@00006
chr16	46010147	46010167	Dppa2-hU6@00007
chr16	46010148	46010168	Dppa2-hU6@00008
chr16	46010149	46010169	Dppa2-hU6@00009
chr16	46010152	46010172	Dppa2-hU6@00010
chr16	46010153	46010173	Dppa2-hU6@00011
chr16	46010161	46010181	Dppa2-hU6@00012
chr16	46010166	46010186	Dppa2-hU6@00013
chr16	46010176	46010196	Dppa2-hU6@00014
chr16	46010178	46010198	Dppa2-hU6@00015
chr16	46010181	46010201	Dppa2-hU6@00016
chr16	46010191	46010211	Dppa2-hU6@00017
chr16	46010198	46010218	Dppa2-hU6@00018
chr16	46010199	46010219	Dppa2-hU6@00019
chr16	46010206	46010226	Dppa2-hU6@00020
chr16	46010212	46010232	Dppa2-hU6@00021
chr16	46010213	46010233	Dppa2-hU6@00022
chr16	46010214	46010234	Dppa2-hU6@00023
chr16	46010215	46010235	Dppa2-hU6@00024
chr16	46010218	46010238	Dppa2-hU6@00025
chr16	46010223	46010243	Dppa2-hU6@00026
chr16	46010224	46010244	Dppa2-hU6@00027
chr16	46010248	46010268	Dppa2-hU6@00028
chr16	46010262	46010282	Dppa2-hU6@00029
chr16	46010262	46010282	Dppa2-hU6@00030
chr16	46010266	46010286	Dppa2-hU6@00031
chr16	46010273	46010293	Dppa2-hU6@00032
chr16	46010274	46010294	Dppa2-hU6@00033
chr16	46010283	46010303	Dppa2-hU6@00034
chr16	46010293	46010313	Dppa2-hU6@00035
chr16	46010295	46010315	Dppa2-hU6@00036
chr16	46010298	46010318	Dppa2-hU6@00037
chr16	46010299	46010319	Dppa2-hU6@00038
chr16	46010323	46010343	Dppa2-hU6@00039
chr16	46010324	46010344	Dppa2-hU6@00040
chr16	46010325	46010345	Dppa2-hU6@00041
chr16	46010326	46010346	Dppa2-hU6@00042
chr16	46010344	46010364	Dppa2-hU6@00043
chr16	46010348	46010368	Dppa2-hU6@00044
chr16	46010349	46010369	Dppa2-hU6@00045
chr16	46010369	46010389	Dppa2-hU6@00046
chr16	46010370	46010390	Dppa2-hU6@00047
chr16	46010371	46010391	Dppa2-hU6@00048
chr16	46010372	46010392	Dppa2-hU6@00049
chr16	46010380	46010400	Dppa2-hU6@00050
chr16	46010383	46010403	Dppa2-hU6@00051
chr16	46010384	46010404	Dppa2-hU6@00052
chr16	46010393	46010413	Dppa2-hU6@00053
chr16	46010394	46010414	Dppa2-hU6@00054
chr16	46010398	46010418	Dppa2-hU6@00055
chr16	46010403	46010423	Dppa2-hU6@00056
chr16	46010406	46010426	Dppa2-hU6@00057
chr16	46010410	46010430	Dppa2-hU6@00058
chr16	46010413	46010433	Dppa2-hU6@00059
chr16	46010411	46010431	Dppa2-hU6@00060
chr16	46010414	46010434	Dppa2-hU6@00061
chr16	46010415	46010435	Dppa2-hU6@00062
chr16	46010435	46010455	Dppa2-hU6@00063
chr16	46010441	46010461	Dppa2-hU6@00064
chr16	46010447	46010467	Dppa2-hU6@00065
chr16	46010448	46010468	Dppa2-hU6@00066
chr16	46010449	46010469	Dppa2-hU6@00067
chr16	46010450	46010470	Dppa2-hU6@00068
chr16	46010453	46010473	Dppa2-hU6@00069
chr16	46010454	46010474	Dppa2-hU6@00070
chr16	46010455	46010475	Dppa2-hU6@00071
chr16	46010469	46010489	Dppa2-hU6@00072
chr16	46010469	46010489	Dppa2-hU6@00073
chr16	46010470	46010490	Dppa2-hU6@00074
chr16	46010476	46010496	Dppa2-hU6@00075
chr16	46010477	46010497	Dppa2-hU6@00076
chr16	46010489	46010509	Dppa2-hU6@00077
chr16	46010498	46010518	Dppa2-hU6@00078
chr16	46010499	46010519	Dppa2-hU6@00079
chr16	46010506	46010526	Dppa2-hU6@00080
chr16	46010511	46010531	Dppa2-hU6@00081
chr16	46010509	46010529	Dppa2-hU6@00082
chr16	46010518	46010538	Dppa2-hU6@00083
chr16	46010519	46010539	Dppa2-hU6@00084
chr16	46010520	46010540	Dppa2-hU6@00085
chr16	46010528	46010548	Dppa2-hU6@00086
chr16	46010529	46010549	Dppa2-hU6@00087
chr16	46010535	46010555	Dppa2-hU6@00088
chr16	46010536	46010556	Dppa2-hU6@00089
chr16	46010537	46010557	Dppa2-hU6@00090
chr16	46010540	46010560	Dppa2-hU6@00091
chr16	46010541	46010561	Dppa2-hU6@00092
chr16	46010542	46010562	Dppa2-hU6@00093
chr16	46010547	46010567	Dppa2-hU6@00094
chr16	46010550	46010570	Dppa2-hU6@00095
chr16	46010563	46010583	Dppa2-hU6@00096
chr16	46010561	46010581	Dppa2-hU6@00097
chr16	46010568	46010588	Dppa2-hU6@00098
chr16	46010571	46010591	Dppa2-hU6@00099
chr16	46010572	46010592	Dppa2-hU6@00100
chr16	46010587	46010607	Dppa2-hU6@00101
chr16	46010601	46010621	Dppa2-hU6@00102
chr16	46010602	46010622	Dppa2-hU6@00103
chr16	46010628	46010648	Dppa2-hU6@00104
chr16	46010629	46010649	Dppa2-hU6@00105
chr16	46010632	46010652	Dppa2-hU6@00106
chr16	46010633	46010653	Dppa2-hU6@00107
chr16	46010634	46010654	Dppa2-hU6@00108
chr16	46010647	46010667	Dppa2-hU6@00109
chr16	46010648	46010668	Dppa2-hU6@00110
chr16	46010653	46010673	Dppa2-hU6@00111
chr16	46010656	46010676	Dppa2-hU6@00112
chr16	46010658	46010678	Dppa2-hU6@00113
chr16	46010668	46010688	Dppa2-hU6@00114
chr16	46010669	46010689	Dppa2-hU6@00115
chr16	46010672	46010692	Dppa2-hU6@00116
chr16	46010670	46010690	Dppa2-hU6@00117
chr16	46010675	46010695	Dppa2-hU6@00118
chr16	46010676	46010696	Dppa2-hU6@00119
chr16	46010677	46010697	Dppa2-hU6@00120
chr16	46010682	46010702	Dppa2-hU6@00121
chr16	46010680	46010700	Dppa2-hU6@00122
chr16	46010687	46010707	Dppa2-hU6@00123
chr16	46010685	46010705	Dppa2-hU6@00124
chr16	46010689	46010709	Dppa2-hU6@00125
chr16	46010690	46010710	Dppa2-hU6@00126
chr16	46010709	46010729	Dppa2-hU6@00127
chr16	46010713	46010733	Dppa2-hU6@00128
chr16	46010714	46010734	Dppa2-hU6@00129
chr16	46010715	46010735	Dppa2-hU6@00130
chr16	46010722	46010742	Dppa2-hU6@00131
chr16	46010731	46010751	Dppa2-hU6@00132
chr16	46010730	46010750	Dppa2-hU6@00133
chr16	46010734	46010754	Dppa2-hU6@00134
chr16	46010750	46010770	Dppa2-hU6@00135
chr16	46010756	46010776	Dppa2-hU6@00136
chr16	46010785	46010805	Dppa2-hU6@00137
chr16	46010802	46010822	Dppa2-hU6@00138
chr16	46010816	46010836	Dppa2-hU6@00139
chr16	46010823	46010843	Dppa2-hU6@00140
chr16	46010821	46010841	Dppa2-hU6@00141
chr16	46010824	46010844	Dppa2-hU6@00142
chr16	46010830	46010850	Dppa2-hU6@00143
chr16	46010891	46010911	Dppa2-hU6@00144
chr16	46010895	46010915	Dppa2-hU6@00145
chr16	46010898	46010918	Dppa2-hU6@00146
chr16	46010904	46010924	Dppa2-hU6@00147
chr16	46010915	46010935	Dppa2-hU6@00148
chr16	46010926	46010946	Dppa2-hU6@00149
chr16	46010930	46010950	Dppa2-hU6@00150
chr16	46010941	46010961	Dppa2-hU6@00151
chr16	46010954	46010974	Dppa2-hU6@00152
chr16	46010956	46010976	Dppa2-hU6@00153
chr16	46011062	46011082	Dppa2-hU6@00154
chr16	46011090	46011110	Dppa2-hU6@00155
chr16	46011110	46011130	Dppa2-hU6@00156
chr16	46011131	46011151	Dppa2-hU6@00157
chr16	46011137	46011157	Dppa2-hU6@00158
chr16	46011150	46011170	Dppa2-hU6@00159
chr16	46011163	46011183	Dppa2-hU6@00160
chr16	46011179	46011199	Dppa2-hU6@00161
chr16	46011179	46011199	Dppa2-hU6@00162
chr16	46011183	46011203	Dppa2-hU6@00163
chr16	46011191	46011211	Dppa2-hU6@00164
chr16	46011194	46011214	Dppa2-hU6@00165
chr16	46011198	46011218	Dppa2-hU6@00166
chr16	46011225	46011245	Dppa2-hU6@00167
chr16	46011932	46011952	Dppa2-hU6@00168
chr16	46011933	46011953	Dppa2-hU6@00169
chr16	46011965	46011985	Dppa2-hU6@00170
chr16	46011973	46011993	Dppa2-hU6@00171
chr16	46011975	46011995	Dppa2-hU6@00172
chr16	46012095	46012115	Dppa2-hU6@00173
chr16	46012101	46012121	Dppa2-hU6@00174
chr16	46022590	46022610	Dppa2-hU6@00175
chr16	46022662	46022682	Dppa2-hU6@00176
chr16	46022682	46022702	Dppa2-hU6@00177
chr16	46022685	46022705	Dppa2-hU6@00178
chr16	46022693	46022713	Dppa2-hU6@00179
chr16	46022694	46022714	Dppa2-hU6@00180
chr16	46022695	46022715	Dppa2-hU6@00181
chr16	46022696	46022716	Dppa2-hU6@00182
chr16	46022740	46022760	Dppa2-hU6@00183
chr16	46022743	46022763	Dppa2-hU6@00184
chr16	46022748	46022768	Dppa2-hU6@00185
chr16	46022758	46022778	Dppa2-hU6@00186
chr16	46022759	46022779	Dppa2-hU6@00187
chr16	46022767	46022787	Dppa2-hU6@00188
chr16	46022772	46022792	Dppa2-hU6@00189
chr16	46022773	46022793	Dppa2-hU6@00190
chr16	46022776	46022796	Dppa2-hU6@00191
chr16	46022777	46022797	Dppa2-hU6@00192
chr16	46022786	46022806	Dppa2-hU6@00193
chr16	46022787	46022807	Dppa2-hU6@00194
chr16	46022798	46022818	Dppa2-hU6@00195
chr16	46022799	46022819	Dppa2-hU6@00196
chr16	46022813	46022833	Dppa2-hU6@00197
chr16	46022814	46022834	Dppa2-hU6@00198
chr16	46022827	46022847	Dppa2-hU6@00199
chr16	46022842	46022862	Dppa2-hU6@00200
chr16	46022845	46022865	Dppa2-hU6@00201
chr16	46022861	46022881	Dppa2-hU6@00202
chr16	46022884	46022904	Dppa2-hU6@00203
chr16	46022886	46022906	Dppa2-hU6@00204
chr16	46022895	46022915	Dppa2-hU6@00205
chr16	46022897	46022917	Dppa2-hU6@00206
chr16	46022902	46022922	Dppa2-hU6@00207
chr16	46022903	46022923	Dppa2-hU6@00208
chr16	46022904	46022924	Dppa2-hU6@00209
chr16	46022910	46022930	Dppa2-hU6@00210
chr16	46022911	46022931	Dppa2-hU6@00211
chr16	46022918	46022938	Dppa2-hU6@00212
chr16	46022925	46022945	Dppa2-hU6@00213
chr16	46022924	46022944	Dppa2-hU6@00214
chr16	46022925	46022945	Dppa2-hU6@00215
chr16	46022926	46022946	Dppa2-hU6@00216
chr16	46022927	46022947	Dppa2-hU6@00217
chr16	46022931	46022951	Dppa2-hU6@00218
chr16	46022939	46022959	Dppa2-hU6@00219
chr16	46022941	46022961	Dppa2-hU6@00220
chr16	46022948	46022968	Dppa2-hU6@00221
chr16	46022959	46022979	Dppa2-hU6@00222
chr16	46022969	46022989	Dppa2-hU6@00223
chr16	46022979	46022999	Dppa2-hU6@00224
chr16	46022982	46023002	Dppa2-hU6@00225
chr16	46022980	46023000	Dppa2-hU6@00226
chr16	46022981	46023001	Dppa2-hU6@00227
chr16	46022987	46023007	Dppa2-hU6@00228
chr16	46022998	46023018	Dppa2-hU6@00229
chr16	46023017	46023037	Dppa2-hU6@00230
chr16	46023018	46023038	Dppa2-hU6@00231
chr16	46023017	46023037	Dppa2-hU6@00232
chr16	46023018	46023038	Dppa2-hU6@00233
chr16	46023019	46023039	Dppa2-hU6@00234
chr16	46023022	46023042	Dppa2-hU6@00235
chr16	46023055	46023075	Dppa2-hU6@00236
chr16	46023081	46023101	Dppa2-hU6@00237
chr16	46023086	46023106	Dppa2-hU6@00238
chr16	46047703	46047723	Dppa2-hU6@00239
chr16	46047716	46047736	Dppa2-hU6@00240
chr16	46047759	46047779	Dppa2-hU6@00241
chr16	46047766	46047786	Dppa2-hU6@00242
chr16	46047782	46047802	Dppa2-hU6@00243
chr16	46047794	46047814	Dppa2-hU6@00244
chr16	46047795	46047815	Dppa2-hU6@00245
chr16	46047800	46047820	Dppa2-hU6@00246
chr16	46047801	46047821	Dppa2-hU6@00247
chr16	46047802	46047822	Dppa2-hU6@00248
chr16	46047824	46047844	Dppa2-hU6@00249
chr16	46047825	46047845	Dppa2-hU6@00250
chr16	46047844	46047864	Dppa2-hU6@00251
chr16	46047845	46047865	Dppa2-hU6@00252
chr16	46047860	46047880	Dppa2-hU6@00253
chr16	46047863	46047883	Dppa2-hU6@00254
chr16	46087393	46087413	Dppa2-hU6@00255
chr16	46087406	46087426	Dppa2-hU6@00256
chr16	46087407	46087427	Dppa2-hU6@00257
chr16	46087410	46087430	Dppa2-hU6@00258
chr16	46087448	46087468	Dppa2-hU6@00259
chr16	46087452	46087472	Dppa2-hU6@00260
chr16	46087452	46087472	Dppa2-hU6@00261
chr16	46087499	46087519	Dppa2-hU6@00262
chr16	46087519	46087539	Dppa2-hU6@00263
chr16	46087523	46087543	Dppa2-hU6@00264
chr16	46087526	46087546	Dppa2-hU6@00265
chr16	46094686	46094706	Dppa2-hU6@00266
chr16	46094706	46094726	Dppa2-hU6@00267
chr16	46094713	46094733	Dppa2-hU6@00268
chr16	46094720	46094740	Dppa2-hU6@00269
chr16	46094723	46094743	Dppa2-hU6@00270
chr16	46094726	46094746	Dppa2-hU6@00271
chr16	46094727	46094747	Dppa2-hU6@00272
chr16	46094733	46094753	Dppa2-hU6@00273
chr16	46094740	46094760	Dppa2-hU6@00274
chr16	46094750	46094770	Dppa2-hU6@00275
chr16	46094753	46094773	Dppa2-hU6@00276
chr16	46094751	46094771	Dppa2-hU6@00277
chr16	46094762	46094782	Dppa2-hU6@00278
chr16	46094770	46094790	Dppa2-hU6@00279
chr16	46094783	46094803	Dppa2-hU6@00280
chr16	46094788	46094808	Dppa2-hU6@00281
chr16	46094791	46094811	Dppa2-hU6@00282
chr16	46094803	46094823	Dppa2-hU6@00283
chr16	46094804	46094824	Dppa2-hU6@00284
chr16	46094850	46094870	Dppa2-hU6@00285
chr16	46096385	46096405	Dppa2-hU6@00286
chr16	46096386	46096406	Dppa2-hU6@00287
chr16	46096440	46096460	Dppa2-hU6@00288
chr16	46096453	46096473	Dppa2-hU6@00289
chr16	46096456	46096476	Dppa2-hU6@00290
chr16	46096464	46096484	Dppa2-hU6@00291
chr16	46096470	46096490	Dppa2-hU6@00292
chr16	46096498	46096518	Dppa2-hU6@00293
chr16	46096499	46096519	Dppa2-hU6@00294
chr16	46096502	46096522	Dppa2-hU6@00295
chr16	46096503	46096523	Dppa2-hU6@00296
chr16	46096510	46096530	Dppa2-hU6@00297
chr16	46096524	46096544	Dppa2-hU6@00298
chr16	46096682	46096702	Dppa2-hU6@00299
chr16	46096688	46096708	Dppa2-hU6@00300
chr16	46096720	46096740	Dppa2-hU6@00301
chr16	46096723	46096743	Dppa2-hU6@00302
chr16	46096724	46096744	Dppa2-hU6@00303
chr16	46096725	46096745	Dppa2-hU6@00304
chr16	46096726	46096746	Dppa2-hU6@00305
chr16	46096739	46096759	Dppa2-hU6@00306
chr16	46096742	46096762	Dppa2-hU6@00307
chr16	46096743	46096763	Dppa2-hU6@00308
chr16	46096744	46096764	Dppa2-hU6@00309
chr16	46096755	46096775	Dppa2-hU6@00310
chr16	46096760	46096780	Dppa2-hU6@00311
chr16	46096760	46096780	Dppa2-hU6@00312
chr16	46096768	46096788	Dppa2-hU6@00313
chr16	46096772	46096792	Dppa2-hU6@00314
chr16	46096813	46096833	Dppa2-hU6@00315
chr16	46096823	46096843	Dppa2-hU6@00316
chr16	46096824	46096844	Dppa2-hU6@00317
chr16	46096825	46096845	Dppa2-hU6@00318
chr16	46096826	46096846	Dppa2-hU6@00319
chr16	46096829	46096849	Dppa2-hU6@00320
chr16	46096830	46096850	Dppa2-hU6@00321
chr16	46096831	46096851	Dppa2-hU6@00322
chr16	46096832	46096852	Dppa2-hU6@00323
chr16	46096865	46096885	Dppa2-hU6@00324
chr16	46096876	46096896	Dppa2-hU6@00325
chr16	46096886	46096906	Dppa2-hU6@00326
chr16	46096901	46096921	Dppa2-hU6@00327
chr16	46096912	46096932	Dppa2-hU6@00328
chr16	46096922	46096942	Dppa2-hU6@00329
chr16	46096944	46096964	Dppa2-hU6@00330
chr16	46096947	46096967	Dppa2-hU6@00331
chr16	46096953	46096973	Dppa2-hU6@00332
chr16	46096960	46096980	Dppa2-hU6@00333
chr16	46096975	46096995	Dppa2-hU6@00334
chr16	46096989	46097009	Dppa2-hU6@00335
chr16	46096990	46097010	Dppa2-hU6@00336
chr16	46097004	46097024	Dppa2-hU6@00337
chr16	46097013	46097033	Dppa2-hU6@00338
chr16	46097018	46097038	Dppa2-hU6@00339
chr16	46097019	46097039	Dppa2-hU6@00340
chr16	46097054	46097074	Dppa2-hU6@00341
chr16	46097058	46097078	Dppa2-hU6@00342
chr16	46097063	46097083	Dppa2-hU6@00343
chr16	46097064	46097084	Dppa2-hU6@00344
chr16	46097065	46097085	Dppa2-hU6@00345
chr16	46097090	46097110	Dppa2-hU6@00346
chr16	46097100	46097120	Dppa2-hU6@00347
chr16	46097102	46097122	Dppa2-hU6@00348
chr16	46097108	46097128	Dppa2-hU6@00349
chr16	46097123	46097143	Dppa2-hU6@00350
chr16	46097148	46097168	Dppa2-hU6@00351
chr16	46097153	46097173	Dppa2-hU6@00352
chr16	46097154	46097174	Dppa2-hU6@00353
chr16	46097183	46097203	Dppa2-hU6@00354
chr16	46097194	46097214	Dppa2-hU6@00355
chr16	46097200	46097220	Dppa2-hU6@00356
chr16	46097201	46097221	Dppa2-hU6@00357
chr16	46097205	46097225	Dppa2-hU6@00358
chr16	46097244	46097264	Dppa2-hU6@00359
chr16	46097257	46097277	Dppa2-hU6@00360
chr16	46097258	46097278	Dppa2-hU6@00361
chr16	46097263	46097283	Dppa2-hU6@00362
chr16	46097270	46097290	Dppa2-hU6@00363
chr16	46097284	46097304	Dppa2-hU6@00364
chr16	46097309	46097329	Dppa2-hU6@00365
chr16	46097310	46097330	Dppa2-hU6@00366
chr16	46097318	46097338	Dppa2-hU6@00367
chr16	46097339	46097359	Dppa2-hU6@00368
chr16	46097369	46097389	Dppa2-hU6@00369
chr16	46100526	46100546	Dppa2-hU6@00370
chr16	46100527	46100547	Dppa2-hU6@00371
chr16	46100535	46100555	Dppa2-hU6@00372
chr16	46100536	46100556	Dppa2-hU6@00373
chr16	46100561	46100581	Dppa2-hU6@00374
chr16	46100559	46100579	Dppa2-hU6@00375
chr16	46100562	46100582	Dppa2-hU6@00376
chr16	46100570	46100590	Dppa2-hU6@00377
chr16	46100571	46100591	Dppa2-hU6@00378
chr16	46100578	46100598	Dppa2-hU6@00379
