Name	Score
chr6_31873650_31873700	0.002037
chr6_31873700_31873750	0.002037
chr6_31873750_31873800	0.002037
chr6_31873800_31873850	0.002037
chr6_31873850_31873900	0.002037
chr6_31873900_31873950	0.002037
chr6_31873950_31874000	0.002037
chr6_31874000_31874050	0.002037
chr6_31874050_31874100	0.002037
chr6_31874100_31874150	0.002037
chr6_31874150_31874200	0.002037
chr6_30975100_30975150	0.004073
chr6_30975150_30975200	0.004073
chr6_30975200_30975250	0.004073
chr6_30975250_30975300	0.004073
chr6_30975300_30975350	0.004073
chr6_30975350_30975400	0.004073
chr6_30975400_30975450	0.004073
chr6_30975450_30975500	0.004073
chr6_30975500_30975550	0.004073
chr6_30975550_30975600	0.004073
chr6_30975600_30975650	0.004073
chr6_30975650_30975700	0.004073
chr6_30975700_30975750	0.004073
chr6_30975750_30975800	0.004073
chr6_30975800_30975850	0.004073
chr6_30975850_30975900	0.004073
chr6_30975900_30975950	0.004073
chr6_30975950_30976000	0.004073
chr6_30976000_30976050	0.004073
chr6_30976050_30976100	0.004073
chr6_30976100_30976150	0.004073
chr6_30976150_30976200	0.004073
chr6_30976200_30976250	0.004073
chr6_30976250_30976300	0.004073
chr6_30976300_30976350	0.004073
chr6_30976350_30976400	0.004073
chr6_30976400_30976450	0.004073
chr6_30976450_30976500	0.004073
chr6_30976500_30976550	0.004073
chr6_30976550_30976600	0.004073
chr6_30976600_30976650	0.004073
chr6_30976650_30976700	0.004073
chr6_30976700_30976750	0.004073
chr6_30976750_30976800	0.004073
chr6_30976800_30976850	0.004073
chr6_30976850_30976900	0.004073
chr6_30976900_30976950	0.004073
chr6_30976950_30977000	0.004073
chr6_30977000_30977050	0.004073
chr6_30977050_30977100	0.004073
chr6_30977100_30977150	0.004073
chr6_30977150_30977200	0.004073
chr6_30977200_30977250	0.004073
chr6_32134950_32135000	0.006110
chr6_32135000_32135050	0.006110
chr6_32135050_32135100	0.006110
chr6_32135100_32135150	0.006110
chr6_32135150_32135200	0.006110
chr6_32135200_32135250	0.006110
chr6_32135250_32135300	0.006110
chr6_32135300_32135350	0.006110
chr6_32135350_32135400	0.006110
chr6_32135400_32135450	0.006110
chr6_32135450_32135500	0.006110
chr6_32135500_32135550	0.006110
chr6_32135550_32135600	0.006110
